Completed,CMPNYCD,STOCK_HANDLING_CUSTOMER_NUMBER,STOCK_POINT,SLIP_NUMBER,TRANSACTION_CODE,SUB_TRANSACTION_CODE,TRANSACTION_DATE,TRANSACTION_TIME,PURCHASE_ORDER_NUMBER,SHIPMENT_NUMBER,SUPPLIER_COMPANY_CODE,SUPPLIER_NUMBER,TOTDETLINE,INTRANSIT_STOCK_POINT,RECEIVE_NUMBER,RX_ARRANGEMENT_NUMBER,ORGINAL_STOCK_POINT
Yes,AA30,060000,01,80646261,21,01,20221230,0,"60035416  ","60035416        ",AA30,050002,2,"  ",60035416,244592,00
Yes,AA30,060000,01,80646262,21,01,20221230,0,"60035464  ","60035464        ",AA30,050002,2,"  ",60035464,247014,00
Yes,AA30,060000,01,80646263,21,01,20221230,0,"60035291  ","60035291        ",AA30,050002,1,"  ",60035291,233472,00
Yes,AA30,060000,01,80646264,21,01,20221230,0,"60035462  ","60035462        ",AA30,050002,2,"  ",60035462,246995,00
Yes,AA30,060000,01,80646265,21,01,20221230,0,"60035466  ","60035466        ",AA30,050002,2,"  ",60035466,247036,00
Yes,AA30,060000,01,80646266,21,01,20221230,0,"60035366  ","60035366        ",AA30,050002,2,"  ",60035366,239763,00
Yes,AA30,060000,01,80646267,21,01,20221230,0,"60035369  ","60035369        ",AA30,050002,2,"  ",60035369,239796,00
Yes,AA30,060000,01,80646268,21,01,20221230,0,"60035422  ","60035422        ",AA30,050002,2,"  ",60035422,244650,00
Yes,AA30,060000,01,80646269,21,01,20221230,0,"60035423  ","60035423        ",AA30,050002,2,"  ",60035423,244661,00
Yes,AA30,060000,01,80646270,21,01,20221230,0,"60035468  ","60035468        ",AA30,050002,2,"  ",60035468,247058,00
Yes,AA30,060000,01,80646271,21,01,20221230,0,"60035389  ","60035389        ",AA30,050002,2,"  ",60035389,242622,00
Yes,AA30,060000,01,80646272,21,01,20221230,0,"60035421  ","60035421        ",AA30,050002,2,"  ",60035421,244640,00
Yes,AA30,060000,01,80646273,21,01,20221230,0,"60035424  ","60035424        ",AA30,050002,2,"  ",60035424,244672,00
