Completed,CMPNYCD,STOCK_HANDLING_CUSTOMER_NUMBER,STOCK_POINT,SLIP_NUMBER,TRANSACTION_CODE,SUB_TRANSACTION_CODE,TRANSACTION_DATE,TRANSACTION_TIME,PURCHASE_ORDER_NUMBER,SHIPMENT_NUMBER,SUPPLIER_COMPANY_CODE,SUPPLIER_NUMBER,TOTDETLINE,INTRANSIT_STOCK_POINT,RECEIVE_NUMBER,RX_ARRANGEMENT_NUMBER,ORGINAL_STOCK_POINT
Yes,AA30,060000,01,77501487,31,04,20221230,0,"          ","                ","    ","      ",2,"  ",13794963,244231,00
Yes,AA30,060000,01,77501488,32,01,20221230,0,"          ","                ","    ","      ",2,"  ",13794963,244231,00
Yes,AA30,060000,01,77501491,31,04,20221230,0,"          ","                ","    ","      ",1,"  ",13794935,243997,00
Yes,AA30,060000,01,77501492,32,01,20221230,0,"          ","                ","    ","      ",1,"  ",13794935,243997,00
Yes,AA30,060000,01,77501494,31,04,20221230,0,"          ","                ","    ","      ",2,"  ",13794558,241368,00
Yes,AA30,060000,01,77501495,32,01,20221230,0,"          ","                ","    ","      ",2,"  ",13794558,241368,00
Yes,AA30,060000,01,80646373,21,01,20221230,0,"13794602  ","13794602        ",AA30,050002,2,"  ",13794602,241674,00
Yes,AA30,060000,01,80646374,21,01,20221230,0,"13794706  ","13794706        ",AA30,050002,2,"  ",13794706,242495,00
Yes,AA30,060000,01,80646375,21,01,20221230,0,"13794693  ","13794693        ",AA30,050002,2,"  ",13794693,242393,00
Yes,AA30,060000,01,80646376,21,01,20221230,0,"13794226  ","13794226        ",AA30,050002,2,"  ",13794226,238454,00
Yes,AA30,060000,01,80646377,21,01,20221230,0,"30086396  ","30086396        ",AA30,050002,1,"  ",30086396,244708,00
Yes,AA30,060000,01,80646378,21,01,20221230,0,"13794918  ","13794918        ",AA30,050002,2,"  ",13794918,243873,00
Yes,AA30,060000,01,80646379,21,01,20221230,0,"13794177  ","13794177        ",AA30,050002,2,"  ",13794177,238148,00
Yes,AA30,060000,01,80646380,21,01,20221230,0,"13794453  ","13794453        ",AA30,050002,2,"  ",13794453,240536,00
Yes,AA30,060000,01,80646381,21,01,20221230,0,"13794476  ","13794476        ",AA30,050002,2,"  ",13794476,240762,00
Yes,AA30,060000,01,80646382,21,01,20221230,0,"13794866  ","13794866        ",AA30,050002,2,"  ",13794866,243487,00
